example_id,example_class,example_note,plate_id,well,cell_line,compound,compound_id,project,conc_M,tz_rlu,c_rlu,ti_rlu,pct_growth,gi50_M,tgi_M,lc50_M
01,valid,GI50 only (cytostatic),NBIO-HTS-01,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,32304,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,38944,92.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,18064,28.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,20430,35.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,24824,48.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,32936,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,39696,92.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,18432,28.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,20840,35.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,25312,48.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,33568,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,40448,92.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,18800,28.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,21250,35.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,25800,48.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,34200,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,41200,92.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,19168,28.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,21660,35.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,26288,48.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,34832,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,41952,92.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,19536,28.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H03,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9400,45600,22070,35.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H04,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9400,45600,26776,48.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H05,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9400,45600,35464,72.0,2.50e-06,,
01,valid,GI50 only (cytostatic),NBIO-HTS-01,H06,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9400,45600,42704,92.0,2.50e-06,,
02,valid,GI50 + TGI,NBIO-HTS-02,A01,A549,vehicle,VEH,mAb-2301 PK Study,,8000,40000,40000,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,A02,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8000,40000,8640,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,A03,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8000,40000,13760,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,A04,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8000,40000,21440,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,A05,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8000,40000,30400,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,A06,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8000,40000,37120,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,B01,MCF7,vehicle,VEH,mAb-2301 PK Study,,8200,40800,40800,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,B02,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8200,40800,8852,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,B03,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8200,40800,14068,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,B04,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8200,40800,21892,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,B05,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8200,40800,31020,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,B06,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8200,40800,37866,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,C01,HCT116,vehicle,VEH,mAb-2301 PK Study,,8400,41600,41600,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,C02,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8400,41600,9064,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,C03,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8400,41600,14376,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,C04,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8400,41600,22344,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,31640,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,38612,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,9276,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,14684,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,22796,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,32260,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,39358,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,9488,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,14992,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,23248,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,32880,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,40104,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,9700,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,15300,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,23700,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,33500,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,40850,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,9912,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,15608,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,24152,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,34120,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,G06,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9200,44800,41596,91.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,H01,NCI-H460,vehicle,VEH,mAb-2301 PK Study,,9400,45600,45600,100.0,,,
02,valid,GI50 + TGI,NBIO-HTS-02,H02,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9400,45600,10124,2.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,H03,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9400,45600,15916,18.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,H04,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9400,45600,24604,42.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,H05,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9400,45600,34740,70.0,1.80e-06,8.00e-05,
02,valid,GI50 + TGI,NBIO-HTS-02,H06,NCI-H460,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9400,45600,42342,91.0,1.80e-06,8.00e-05,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A01,A549,vehicle,VEH,mAb-2301 PK Study,,8000,40000,40000,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A02,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8000,40000,3600,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A03,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8000,40000,6800,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A04,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8000,40000,19200,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A05,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8000,40000,29760,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,A06,A549,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8000,40000,36800,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B01,MCF7,vehicle,VEH,mAb-2301 PK Study,,8200,40800,40800,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B02,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8200,40800,3690,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B03,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8200,40800,6970,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B04,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8200,40800,19610,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B05,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8200,40800,30368,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,B06,MCF7,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8200,40800,37540,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C01,HCT116,vehicle,VEH,mAb-2301 PK Study,,8400,41600,41600,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C02,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8400,41600,3780,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C03,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8400,41600,7140,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C04,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8400,41600,20020,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C05,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8400,41600,30976,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,C06,HCT116,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8400,41600,38280,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D01,PC-3,vehicle,VEH,mAb-2301 PK Study,,8600,42400,42400,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D02,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8600,42400,3870,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D03,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8600,42400,7310,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D04,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8600,42400,20430,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D05,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8600,42400,31584,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,D06,PC-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8600,42400,39020,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E01,SK-OV-3,vehicle,VEH,mAb-2301 PK Study,,8800,43200,43200,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E02,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,8800,43200,3960,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E03,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,8800,43200,7480,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E04,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,8800,43200,20840,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E05,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,8800,43200,32192,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,E06,SK-OV-3,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,8800,43200,39760,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F01,U251,vehicle,VEH,mAb-2301 PK Study,,9000,44000,44000,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F02,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9000,44000,4050,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F03,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9000,44000,7650,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F04,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9000,44000,21250,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F05,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9000,44000,32800,68.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,F06,U251,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-08,9000,44000,40500,90.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G01,MALME-3M,vehicle,VEH,mAb-2301 PK Study,,9200,44800,44800,100.0,,,
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G02,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-04,9200,44800,4140,-55.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G03,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-05,9200,44800,7820,-15.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G04,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-06,9200,44800,21660,35.0,9.00e-07,2.20e-05,8.50e-05
03,valid,GI50 + TGI + LC50,NBIO-HTS-03,G05,MALME-3M,NBIO-CMPD-001,NBIO-CMPD-001,mAb-2301 PK Study,1.00e-07,9200,44800,33408,68.0,9.00e-07,2.20e-05,8.50e-05
